t	r		Fi		V		Teta		W		Alfa		q		nx		ny		h

84	6431353.794980	0.004354	2068.282459	0.947316	2929.204177	-0.070297	539.240964	5.712251	-0.402129	60353.79
85	6433050.137339	0.004545	2117.391508	0.942893	2986.297775	-0.065684	445.193874	5.816463	-0.382500	62050.14
86	6434781.285534	0.004741	2167.604527	0.938659	3044.445561	-0.061253	365.733376	5.924480	-0.363249	63781.29
87	6436548.098997	0.004943	2218.958832	0.934607	3103.687818	-0.056999	298.938687	6.036526	-0.344354	65548.10
88	6438351.469565	0.005151	2271.494200	0.930730	3164.067080	-0.052915	243.082137	6.152838	-0.325789	67351.47
89	6440192.323434	0.005364	2325.253039	0.927022	3225.628322	-0.048993	196.619600	6.273674	-0.307531	69192.32
90	6442071.623270	0.005584	2380.280575	0.923478	3288.419158	-0.045229	158.179753	6.399311	-0.289559	71071.62
91	6443990.370473	0.005810	2436.625066	0.920091	3352.490068	-0.041616	126.552489	6.530046	-0.271850	72990.37
92	6445949.607626	0.006042	2494.338028	0.916856	3417.894638	-0.038149	100.676791	6.666204	-0.254383	74949.61
93	6447950.421135	0.006281	2553.474498	0.913769	3484.689836	-0.034824	79.628346	6.808135	-0.237137	76950.42
94	6449993.944098	0.006526	2614.093322	0.910825	3552.936307	-0.031634	62.607150	6.956218	-0.220091	78993.94
95	6452081.359407	0.006778	2676.257477	0.908018	3622.698711	-0.028576	48.925313	7.110867	-0.203225	81081.36
96	6454213.903140	0.007037	2740.034428	0.905345	3694.046085	-0.025644	37.995257	7.272532	-0.186518	83213.90
97	6456392.868239	0.007302	2805.496534	0.902802	3767.052261	-0.022835	29.318438	7.441706	-0.169949	85392.87
98	6458619.608549	0.007575	2872.721500	0.900385	3841.796321	-0.020146	22.474715	7.618925	-0.153497	87619.61
99	6460895.543227	0.007855	2941.792884	0.898090	3918.363120	-0.017570	17.112451	7.804782	-0.137141	89895.54
100	6463222.161590	0.008142	3012.800668	0.895914	3996.843856	-0.015107	12.939392	7.999925	-0.120858	92222.16
